id,year,year_precision,country,category,event_type,claim_text,source,source_class,status,notes,verified_batch
US-1977-2,1977,exact,US,innovation,commercial-deployment,The Atari 2600 popularizes the cartridge-based home video-game console.,Standard histories of the video-game industry,encyclopedic,ESTABLISHED,Seeded a major entertainment industry. Verified batch 6: released 11 Sep 1977 as the Atari VCS; popularized ROM-cartridge home gaming.,6
US-1978-1,1978,exact,US,infrastructure,first-flight/launch,"The first GPS (Navstar) satellite is launched, beginning the global positioning system.",US Department of Defense records,official-national,ESTABLISHED,Full constellation reached the 1990s; now core global infrastructure. Verified batch 6: Navstar 1 (first Block I GPS satellite) launched 22 Feb 1978 from Vandenberg.,6
US-1980-1,1980,exact,US,governmental_economic,milestone,The Bayh-Dole Act and Genentech's IPO catalyze university tech-transfer and the biotechnology industry.,US federal statute record; standard business histories,official-national,ESTABLISHED,Aligned university research with commercialization; biotech becomes an industry. Verified batch 6: Bayh-Dole Act (P.L. 96-517) 1980 + Genentech's Oct 1980 IPO; both catalyzed university/biotech tech-transfer.,6
US-1981-1,1981,exact,US,innovation,commercial-deployment,"IBM introduces the IBM PC, standardizing the personal-computer platform.",Standard computing/business histories; IBM records,encyclopedic,ESTABLISHED,The open architecture created a vast hardware/software ecosystem. Verified batch 6: IBM PC (model 5150) introduced 12 Aug 1981; open architecture standardized the PC.,6
US-1981-2,1981,exact,US,science,first-flight/launch,The Space Shuttle Columbia makes the first flight of a reusable crewed spacecraft.,NASA records,official-national,ESTABLISHED,April 1981; reusable orbiter concept. Verified batch 6: Columbia/STS-1 launched 12 Apr 1981 (Young & Crippen); first reusable crewed orbiter flight.,6
US-1982-1,1982,exact,US,science,milestone,"Surgeons implant the Jarvik-7, the first permanent artificial heart in a human.",Standard medical histories,encyclopedic,ESTABLISHED,"1982; advanced mechanical circulatory support. Verified batch 6: Jarvik-7 implanted in Barney Clark 2 Dec 1982 (DeVries, U. of Utah); first permanent total artificial heart.",6
US-1983-1,1983,exact,US,science,milestone,"ARPANET switches to TCP/IP, the moment usually called the birth of the internet.",Standard computing histories,independent-academic,ESTABLISHED,"Jan 1, 1983; the protocol suite that unified networks. Verified batch 6: ARPANET 'flag day' cutover to TCP/IP, 1 Jan 1983 - usually dated as the start of the modern Internet.",6
US-1984-1,1984,exact,US,innovation,commercial-deployment,Apple's Macintosh brings the graphical user interface and mouse to a mass consumer market.,Standard computing histories,encyclopedic,ESTABLISHED,1984; popularized the GUI paradigm. Verified batch 7: Macintosh launched 24 Jan 1984; first successful mass-market personal computer with a GUI and mouse.,7
US-1985-1,1985,exact,US,innovation,commercial-deployment,"Microsoft releases Windows 1.0, beginning its dominant PC graphical operating environment.",Standard computing histories; Microsoft records,encyclopedic,ESTABLISHED,1985; Windows later became the dominant desktop OS. Verified batch 7: Windows 1.0 released 20 Nov 1985 (announced 1983).,7
CN-1976-1,1976,exact,China,governmental_economic,milestone,The Cultural Revolution ends with Mao Zedong's death and the arrest of the Gang of Four.,Standard histories of the PRC,encyclopedic,ESTABLISHED,1976; cleared the way for the reform era. Verified batch 6 (independent-academic): Mao died 9 Sep 1976; the Gang of Four were arrested 6 Oct 1976 - the arrest is conventionally dated as the end of the Cultural Revolution.,6
CN-1977-1,1977,exact,China,social,milestone,The national college entrance examination (gaokao) is restored and universities reopen.,Standard histories of Chinese education,encyclopedic,ESTABLISHED,"Dec 1977; reopened higher education after a decade of disruption; a human-capital turning point. Verified batch 6: gaokao restored 10 Dec 1977 (Deng's Aug 1977 decision). Context (magnitude, not asserted): ~5.7M registered, ~273k admitted in the first restored session.",6
CN-1978-1,1978,exact,China,governmental_economic,milestone,"Reform and Opening is launched at the Third Plenum, beginning China's market-oriented transformation.",Standard economic histories of the PRC,encyclopedic,ESTABLISHED,"Dec 1978; Deng Xiaoping era; arguably the most consequential policy shift of the century for China. Verified batch 6: Reform and Opening (gaige kaifang) launched at the Third Plenum, 18 Dec 1978.",6
CN-1978-2,1978,exact,China,governmental_economic,milestone,"The Household Responsibility System decollectivizes agriculture, sharply raising farm output and rural incomes.",Standard economic histories of the PRC,independent-academic,ESTABLISHED,"From Xiaogang village, 1978; spread nationwide by the early 1980s. Verified batch 6 (event + independent-academic magnitude): decollectivization launched 1978 (Xiaogang), nationwide by ~1983. Event/magnitude split - INDEPENDENT estimate recorded, not official: Lin (1992) attributes ~half (~47%) of 1978-84 farm-output growth to the HRS; rural incomes rose >10%/yr in the decade from 1979.",6
CN-1979-1,1979,exact,China,governmental_economic,milestone,The US and China establish full diplomatic relations.,Standard diplomatic histories,international-body,ESTABLISHED,"Jan 1, 1979; integral to opening China's economy to global trade and investment. Verified batch 6: full US-China diplomatic relations effective 1 Jan 1979 (announced 15 Dec 1978). Bilateral event.",6
CN-1980-1,1980,exact,China,governmental_economic,milestone,"China establishes its first Special Economic Zones, with Shenzhen as the flagship.",PRC policy records; standard economic histories,encyclopedic,ESTABLISHED,"1980; Shenzhen grew from a small town to a megacity, a model for export-led development. Verified batch 6: Shenzhen SEZ established 1980 (NPC approval of the first zones, 26 Aug 1980). Shenzhen's later growth is context, not an asserted magnitude.",6
CN-1980-2,1980,exact,China,governmental_economic,milestone,"China joins the IMF and the World Bank, rejoining the core global economic institutions.",IMF/World Bank membership records,international-body,ESTABLISHED,1980; reintegrated China into the multilateral financial system. Verified batch 6 (international-body records): PRC took China's seat at the World Bank 16 Apr 1980 and the IMF 17 Apr 1980.,6
CN-1980-3,1980,exact,China,social,milestone,"China introduces the one-child policy, a sweeping state intervention in fertility.",PRC policy records; standard demographic histories,official-national,ESTABLISHED,"Formalized 1980; curbed population growth but drove later aging and sex-ratio problems (part of the record). Verified batch 6: one-child policy introduced via the CPC open letter, 25 Sep 1980. Event/magnitude split: the government's later '400 million births averted' figure is an OFFICIAL estimate disputed by demographers - recorded as context, not adopted.",6
CN-1983-1,1983,exact,China,innovation,completion,"China completes Yinhe-I (Galaxy-1), its first domestically built supercomputer.",Standard histories of Chinese computing,encyclopedic,ESTABLISHED,"1983; ~100 MFLOPS; built at the National University of Defense Technology. Verified batch 6 (independent-academic): Yinhe-I (Galaxy-1) completed 22 Dec 1983 at NUDT; China's first indigenous supercomputer. The 'third country after the US and Japan' framing originates with Chinese state media (CGTN) and is recorded as context, not adopted.",6
CN-1984-1,1984,exact,China,innovation,founding,"Lenovo (Legend) and Haier are founded, among the first globally competitive Chinese technology and consumer firms.",Standard business histories,encyclopedic,ESTABLISHED,1984; early markers of Chinese commercial innovation emerging from the reform economy. Verified batch 7: Lenovo (as Legend) founded 1 Nov 1984 (Liu Chuanzhi); Haier (as Qingdao Refrigerator Co.) reorganized under Zhang Ruimin 1984.,7
CN-1984-2,1984,exact,China,governmental_economic,milestone,"China opens fourteen coastal cities to foreign investment, widening the reform beyond the SEZs.",PRC policy records; standard economic histories,encyclopedic,ESTABLISHED,"1984; extended the export-oriented coastal development model. Verified batch 7: 14 coastal cities opened to foreign investment in 1984 (Dalian to Beihai), extending the SEZ model.",7
CN-1985-1,1985,exact,China,science,completion,"China establishes Great Wall Station, its first Antarctic research base.",Standard histories of Chinese polar science,encyclopedic,ESTABLISHED,Feb 1985; entry into polar research. Verified batch 7: Great Wall Station (King George Island) opened 20 Feb 1985 - China's first Antarctic research station.,7
US-1986-1,1986,exact,US,infrastructure,commercial-deployment,NSFNET establishes a national backbone that scales the internet toward public use.,Standard computing histories; NSF records,official-national,ESTABLISHED,"1986; bridged ARPANET-era research networks to the mass internet. Verified batch 7: NSFNET's 56 kbit/s backbone went into operation 1986, connecting the NSF supercomputer centers - the de facto US Internet backbone.",7
US-1988-1,1988,exact,US,infrastructure,commercial-deployment,"TAT-8, the first transatlantic fiber-optic telecommunications cable, enters service.",Standard telecom histories,encyclopedic,ESTABLISHED,"Vastly increased intercontinental bandwidth. Verified batch 7: TAT-8, the first transatlantic fiber-optic telephone cable, entered service 14 Dec 1988 (AT&T/France Telecom/BT).",7
US-1990-1,1990,exact,US,science,first-flight/launch,"The Hubble Space Telescope is launched, transforming observational astronomy.",NASA/ESA records,official-national,ESTABLISHED,1990; deep-field imaging reshaped cosmology (US-led with ESA). Verified batch 7: Hubble deployed 24 Apr 1990 (STS-31/Discovery). Note the initial primary-mirror spherical aberration (corrected 1993) recorded for accuracy.,7
US-1990-2,1990,exact,US,science,milestone,"The Human Genome Project begins, the US-led international effort to sequence human DNA.",NIH/DOE records; standard references,official-national,ESTABLISHED,"1990-2003; foundational to genomics and modern biomedicine. Verified batch 7: HGP formally began Oct 1990 (US-led, NIH/DOE; Collins). International consortium - the UK, France, Germany, Japan and China later joined.",7
US-1993-1,1993,exact,US,innovation,commercial-deployment,The NCSA Mosaic browser makes the World Wide Web usable and ignites its explosive growth.,Standard computing histories,independent-academic,ESTABLISHED,1993; the Web itself was invented at CERN (Europe); Mosaic drove mass adoption. Verified batch 7: NCSA Mosaic (Andreessen & Bina) released 1993; the first popular graphical web browser.,7
US-1993-2,1993,exact,US,innovation,commercial-deployment,Intel launches the Pentium processor.,Standard computing histories; Intel records,encyclopedic,ESTABLISHED,Defined mainstream PC performance through the 1990s. Verified batch 7: Intel Pentium (P5) first shipped 22 Mar 1993.,7
US-1994-1,1994,exact,US,innovation,founding,"Netscape and Amazon are founded, launching the commercial web and e-commerce.",Standard business/computing histories,encyclopedic,ESTABLISHED,1994; the browser war and online retail begin. Verified batch 8: Netscape (as Mosaic Communications) founded Apr 1994; Amazon founded Jul 1994 (public launch 1995). Both founded 1994.,8
US-1994-2,1994,exact,US,governmental_economic,milestone,"NAFTA takes effect, creating a continental free-trade area.",US federal records; standard economic histories,official-national,ESTABLISHED,Jan 1994; deep North American economic integration. Verified batch 8: NAFTA entered into force 1 Jan 1994 (US/Canada/Mexico).,8
US-1995-1,1995,exact,US,innovation,commercial-deployment,"Microsoft releases Windows 95, bringing modern GUI computing to the mass market.",Standard computing histories; Microsoft records,encyclopedic,ESTABLISHED,1995; blockbuster consumer OS launch. Verified batch 8: Windows 95 released to retail 24 Aug 1995; brought the Start menu/taskbar to the mass market.,8
US-1995-2,1995,exact,US,innovation,commercial-deployment,"Sun releases Java, a write-once-run-anywhere programming platform for the networked era.",Standard computing histories,encyclopedic,ESTABLISHED,"Became a dominant enterprise and, later, mobile platform. Verified batch 8: Java first released by Sun (James Gosling) in 1995; the 'write once, run anywhere' slogan.",8
US-1995-3,1995,exact,US,infrastructure,commercial-deployment,"GPS reaches full operational capability, providing global positioning as public infrastructure.",US Department of Defense records,official-national,ESTABLISHED,"1995; underpins navigation, logistics, finance, and telecom timing. Verified batch 8: GPS declared Full Operational Capability 27 Apr 1995 (24 Block II/IIA satellites), providing global civil + military positioning.",8
US-1995-4,1995,exact,US,innovation,founding,"eBay is founded, pioneering large-scale online marketplaces.",Standard business histories,encyclopedic,ESTABLISHED,"1995; consumer-to-consumer e-commerce at scale. Verified batch 8: eBay founded as AuctionWeb, 3 Sep 1995 (Pierre Omidyar); pioneered large-scale online auctions.",8
CN-1986-1,1986,exact,China,governmental_economic,milestone,"China launches the '863 Program', a national high-technology R&D initiative.",PRC policy records; standard S&T histories,official-national,ESTABLISHED,"March 1986; steered state investment into biotech, IT, space, lasers, and automation. Verified batch 7: the 863 Program (National High-Tech R&D Program) launched Mar 1986 on a four-scientist proposal endorsed by Deng; a governmental program launch (event), not a magnitude claim.",7
CN-1988-1,1988,exact,China,science,completion,"The Beijing Electron-Positron Collider begins operation, China's first major high-energy physics facility.",Standard histories of Chinese science,encyclopedic,ESTABLISHED,1988; entry into frontier particle physics. Verified batch 7: BEPC's first e+e- collision realized 16 Oct 1988 - China's first high-energy particle accelerator.,7
CN-1988-2,1988,exact,China,governmental_economic,milestone,Hainan becomes a province and China's largest Special Economic Zone.,PRC policy records,official-national,ESTABLISHED,"1988; extended the SEZ experiment to a whole island province. Verified batch 7: Hainan made a province and China's largest SEZ, 13 Apr 1988.",7
CN-1990-1,1990,exact,China,governmental_economic,founding,"The Shanghai and Shenzhen stock exchanges open, restoring equity markets in China.",Standard financial histories,encyclopedic,ESTABLISHED,1990; capital markets return four decades after 1949. Verified batch 7: Shanghai SE established 26 Nov 1990 (trading 19 Dec 1990); Shenzhen SE began trial operation Dec 1990 - the first exchanges in the PRC.,7
CN-1990-2,1990,exact,China,infrastructure,milestone,"China launches development of the Pudong New Area, transforming Shanghai into a global financial hub.",PRC policy records; standard economic histories,encyclopedic,ESTABLISHED,"April 1990; farmland to skyline within two decades. Verified batch 7: Pudong New Area development announced 18 Apr 1990. Pudong's later (~60x) GDP growth is left as context, not an asserted magnitude.",7
CN-1990-3,1990,exact,China,social,milestone,"China hosts the Beijing Asian Games, its first large international multi-sport event.",Standard references,encyclopedic,ESTABLISHED,"Sept 1990; a coming-out event and infrastructure push, prefiguring the 2008 Olympics. Verified batch 7: 11th Asian Games, Beijing, 22 Sep-7 Oct 1990 - the first large-scale international sports event held in the PRC.",7
CN-1991-1,1991,exact,China,infrastructure,completion,"The Qinshan Nuclear Power Plant, China's first domestically designed nuclear station, connects to the grid.",Standard histories of Chinese nuclear power,encyclopedic,ESTABLISHED,Dec 1991; indigenous civilian nuclear power begins. Verified batch 7: Qinshan Phase I (indigenous CNP-300 PWR) grid-connected 15 Dec 1991 - China's first domestically designed nuclear power plant.,7
CN-1992-1,1992,exact,China,governmental_economic,milestone,Deng Xiaoping's Southern Tour reaccelerates reform; the '14th Party Congress' adopts the 'socialist market economy'.,Standard economic histories of the PRC,encyclopedic,ESTABLISHED,"1992; ended post-1989 stagnation and locked in market reform. Verified batch 7: Deng's Southern Tour (Shenzhen/Zhuhai/Shanghai), Jan-Feb 1992. Era context (factual, not adjudicated): the tour re-legitimized market reform after the post-1989 conservative retrenchment and amid the USSR's collapse; the 14th Party Congress (Oct 1992) then adopted the 'socialist market economy' goal.",7
CN-1994-1,1994,exact,China,governmental_economic,milestone,"China enacts tax-sharing fiscal reform and unifies its exchange rate, foundations of its high-growth era.",Standard economic histories of the PRC,independent-academic,ESTABLISHED,"1994; rebuilt central fiscal capacity and made exports more competitive. Verified batch 7: two distinct 1994 reforms bundled in this row - the tax-sharing system (fenshuizhi), effective 1994, and the foreign-exchange unification (State Council decision, 1 Jan 1994) merging the dual-track rates.",7
CN-1994-2,1994,exact,China,infrastructure,commercial-deployment,China establishes full internet connectivity with a first TCP/IP link to the global network.,Standard histories of the Chinese internet,encyclopedic,ESTABLISHED,"April 1994; the on-ramp for China's later internet economy (first email had been sent in 1987). Verified batch 7: China's first full-function TCP/IP Internet connection, 20 Apr 1994 (NCFC, via a 64K line through Sprint).",7
CN-1978-3,1978,range,China,social,milestone,"Over 1978-2019, reform-era growth lifts roughly 800 million Chinese out of extreme poverty (World Bank international poverty line) - one of the largest poverty reductions in recorded history.",World Bank poverty and development indicators,international-body,ESTABLISHED,"Refiled from CN-1990-4 @1990 under Amendment 4 (cumulative-trajectory rows filed at span-start; 1990 was a mid-span marker masquerading as an anchor). Verified batch 7 via the INDEPENDENT source of record (World Bank international-body, not PRC official statistics): ~800M lifted out of extreme poverty 1978-2019 (~75% of global reduction 1981-2020). DATA-INTEGRITY (both shown, not adjudicated): on the World Bank's international poverty line; China's own rural-poverty line yields a different count, and the line choice materially affects the number.",7
US-1997-1,1997,exact,US,science,milestone,"IBM's Deep Blue defeats world chess champion Garry Kasparov, a landmark for machine intelligence.",Standard computing histories; IBM records,encyclopedic,ESTABLISHED,May 1997; first computer to beat a reigning world champion under tournament conditions. Verified batch 8: Deep Blue defeated Kasparov 11 May 1997 - first computer to beat a reigning world champion in a match.,8
US-1997-2,1997,exact,US,science,first-flight/launch,"Mars Pathfinder lands and deploys Sojourner, the first successful Mars rover.",NASA records,official-national,ESTABLISHED,"1997; pioneered mobile robotic exploration of Mars. Verified batch 8: Pathfinder landed 4 Jul 1997 and deployed Sojourner, the first wheeled rover on another planet.",8
US-1998-1,1998,exact,US,innovation,founding,"Google is founded, reorganizing access to the world's information around search.",Standard business/computing histories,encyclopedic,ESTABLISHED,"1998; became the dominant search and online-advertising company. Verified batch 8: Google founded 4 Sep 1998 (Page & Brin, Stanford); PageRank reorganized web search.",8
US-1998-2,1998,exact,US,science,first-flight/launch,"Assembly of the International Space Station begins, the largest crewed structure in orbit.",NASA/international partner records,international-body,ESTABLISHED,"1998; US-led multinational orbital laboratory. Verified batch 8: ISS assembly began Dec 1998 (Zarya launched 20 Nov 1998; US Unity node joined 6 Dec 1998). NOTE: a US-LED but genuinely MULTINATIONAL project - Russia a co-lead (Zarya Russian-built, US-funded), with ESA, Japan and Canada as partners; recorded on the US row for NASA's lead role, multinational nature noted.",8
US-2001-1,2001,exact,US,innovation,founding,"Wikipedia launches, creating the largest collaborative reference work in history.",Standard references,encyclopedic,ESTABLISHED,"2001; open, crowd-edited knowledge at global scale. Verified batch 8: Wikipedia launched 15 Jan 2001 (Wales & Sanger); the largest collaborative reference work.",8
US-2001-2,2001,exact,US,innovation,commercial-deployment,"Apple releases the iPod, reshaping digital music and consumer devices.",Standard business histories; Apple records,encyclopedic,ESTABLISHED,"2001; presaged the smartphone-era device business. Verified batch 8: Apple iPod introduced 23 Oct 2001; reshaped digital music (verified via independent sources, not Apple's own release note alone).",8
US-2002-1,2002,exact,US,innovation,founding,"SpaceX is founded, catalyzing low-cost, reusable commercial spaceflight.",Standard business histories; SpaceX records,encyclopedic,ESTABLISHED,"2002; later achieved orbital rocket reuse (2015-onward). Verified batch 8: SpaceX founded 2002 (Elon Musk); catalyzed low-cost, later reusable, orbital launch (Falcon 1 to orbit 2008).",8
US-2003-1,2003,exact,US,science,completion,"The Human Genome Project is completed, delivering an essentially finished human reference genome.",NIH/DOE records,official-national,ESTABLISHED,April 2003; foundational reference for biomedicine. Verified batch 9: HGP declared complete 14 Apr 2003 (six-country consortium). Two-anchor twin of CN-2003-2 (China's share).,9
US-2003-2,2003,exact,US,innovation,founding,"Tesla is founded, helping launch the modern electric-vehicle industry.",Standard business histories,encyclopedic,ESTABLISHED,"2003; mass-market EVs followed (Model S, 2012). Verified batch 9: Tesla founded 2003 (Eberhard & Tarpenning); Musk chaired from 2004, first car (Roadster) 2008.",9
US-2004-1,2004,exact,US,innovation,founding,"Facebook is founded, launching the era of mass social networking.",Standard business histories,encyclopedic,ESTABLISHED,"2004; reshaped media, advertising, and social interaction. Verified batch 9: Facebook (thefacebook.com) launched 4 Feb 2004 at Harvard.",9
US-2004-2,2004,exact,US,science,first-flight/launch,NASA lands the Spirit and Opportunity rovers on Mars for long-duration exploration.,NASA records,official-national,ESTABLISHED,"2004; Opportunity operated for ~15 years. Verified batch 9: Spirit landed 3 Jan 2004, Opportunity 24 Jan 2004; both far outlived their 90-day design.",9
US-2005-1,2005,exact,US,innovation,founding,"YouTube is founded, creating mass online video and the creator economy.",Standard business histories,encyclopedic,ESTABLISHED,"2005; user-generated video at global scale. Verified batch 9: YouTube registered 14 Feb 2005 (Chen, Hurley, Karim); public launch Dec 2005.",9
CN-1997-1,1997,range,China,governmental_economic,milestone,"Hong Kong (1997) and Macau (1999) return to Chinese sovereignty under 'one country, two systems'.",Standard diplomatic histories; treaty records,encyclopedic,ESTABLISHED,"Anchored to 1997; closed the last colonial-era territorial questions on the coast. Verified batch 8: Hong Kong returned 1 Jul 1997; Macau returned 20 Dec 1999 - both under 'one country, two systems'. Both dates stated in claim.",8
CN-1988-3,1988,range,China,infrastructure,milestone,"Over 1988-2011, China builds out a national expressway network from its first expressway (1988) to the world's longest, surpassing the US Interstate Highway System in 2011 (~84,000 km).","The Geography of Transport Systems (J.-P. Rodrigue) - Interstate vs Chinese expressway length, 1959-2021",independent-academic|journalistic,ESTABLISHED,"Accelerated after the 1998 stimulus; ~41,000 km by 2005; anchored to 1998. Verified batch 8: reshaped under Amendment 4 (cumulative-trajectory row, country-blind twin of the shale/WWII reshapes) and refiled at span-start 1988. Independent series (Rodrigue, academic): China's first expressway 1988; network surpassed the US Interstate Highway System in 2011 (~84,000 km) to become the world's longest.",8
CN-1999-1,1999,range,China,innovation,founding,"Tencent (1998), Alibaba (1999), and Baidu (2000) are founded, the core of China's internet economy.",Standard business histories,encyclopedic,ESTABLISHED,"Anchored to 1999; grew into some of the world's largest technology firms. Verified batch 8: Tencent founded 1998, Alibaba 1999, Baidu 2000 - the core (BAT) of China's internet economy. Dates stated in claim; anchored 1999.",8
CN-2000-1,2000,exact,China,governmental_economic,milestone,China launches the Western Development Strategy to industrialize and connect its interior.,PRC policy records,official-national,ESTABLISHED,2000; major long-run infrastructure and investment program for inland provinces. Verified batch 8: the Western Development Strategy launched by the State Council in 2000 (leading group Jan 2000) - policy-launch event.,8
CN-2001-1,2001,exact,China,governmental_economic,milestone,"China accedes to the World Trade Organization, integrating into the global trading system.",WTO records,international-body,ESTABLISHED,Dec 2001; arguably the single biggest accelerant of China's export-led rise. Verified batch 8: China acceded to the WTO 11 Dec 2001 (143rd member) after ~15 years of negotiation.,8
CN-2001-2,2001,circa,China,industrial,milestone,China becomes the world's largest mobile-phone market by subscribers.,Standard references; ITU data,international-body,ESTABLISHED,~2001; surpassed the US; presaged its mobile-internet leadership. Verified batch 8: China's total mobile subscribers exceeded the US's by ~mid-2001 (ITU/UN series; ~140M by Dec 2001 vs the US's ~128M) - the world's largest mobile market. NOTE: this is the TOTAL-subscriber crossover (2001); the separate SMARTPHONE-market crossover came later (~2011) and is not this row.,8
CN-2002-1,2002,exact,China,governmental_economic,milestone,China becomes the world's largest recipient of foreign direct investment.,UNCTAD/World Bank data,international-body,ESTABLISHED,"2002; signaled its emergence as the global manufacturing base. Verified batch 8: China attracted ~US$52.7B FDI in 2002, surpassing the US as the world's largest FDI recipient (UNCTAD series).",8
CN-2003-1,2003,exact,China,science,first-flight/launch,"Shenzhou 5 carries Yang Liwei to orbit, China's first crewed spaceflight.",Standard histories of the Chinese space program,encyclopedic,ESTABLISHED,Oct 2003; third country to independently launch a human into space. Verified batch 8: Shenzhou 5 carried Yang Liwei to orbit 15 Oct 2003 - China the third country (after the USSR and US) to launch a crewed spaceflight.,8
CN-2003-2,2003,exact,China,science,completion,"China completes its ~1% share of the Human Genome Project, the only developing country in the consortium.",NIH/international HGP records,international-body,ESTABLISHED,2003; sequenced part of chromosome 3; entry into frontier genomics (via BGI). Verified batch 9 (independent-academic): China (BGI) completed its ~1% share - the '1% Project' - as the only developing-country member of the HGP consortium.,9
CN-2005-1,2005,exact,China,innovation,milestone,"Lenovo acquires IBM's personal-computer division, an emblematic Chinese firm going global.",Standard business histories,encyclopedic,ESTABLISHED,"Completed 2005; made Lenovo a top-tier global PC maker. Verified batch 9: announced Dec 2004, completed May 2005 (~$1.25B; ThinkPad brand). Anchor = completion 2005; independent (Forbes), not IR.",9
US-2006-1,2006,exact,US,innovation,commercial-deployment,"Amazon Web Services launches, creating the modern cloud-computing industry.",Standard business/computing histories,encyclopedic,ESTABLISHED,"2006; utility computing that underpins much of the modern internet. Verified batch 9: AWS launched 2006 (S3 Mar, EC2 Aug), defining the modern public-cloud market.",9
US-2007-1,2007,exact,US,innovation,commercial-deployment,"Apple releases the iPhone, defining the modern smartphone.",Standard business histories; Apple records,encyclopedic,ESTABLISHED,"2007; reorganized computing, media, and communications around the pocket device. Verified batch 9: iPhone announced Jan 2007, on sale 29 Jun 2007 - the modern multi-touch smartphone. Independent trade-press, not Apple IR alone.",9
US-2008-1,2008,exact,US,science,first-flight/launch,SpaceX's Falcon 1 becomes the first privately developed liquid-fueled rocket to reach orbit.,SpaceX records; standard references,encyclopedic,ESTABLISHED,Sept 2008; opened the private-orbital-launch era. Verified batch 9: Falcon 1 reached orbit 28 Sep 2008 (4th attempt) - the first privately-developed liquid-fuel launch vehicle to orbit Earth.,9
US-2008-2,2008,exact,US,innovation,commercial-deployment,"Apple's App Store launches, creating the mobile-application economy.",Standard business histories,encyclopedic,ESTABLISHED,"2008; a vast new software distribution and developer economy. Verified batch 9: App Store launched 10 Jul 2008 (with iPhone 3G), creating the mobile-app economy. Independent trade-press, not Apple newsroom alone.",9
US-2010-1,2010,exact,US,science,invention,Craig Venter's team builds the first cell controlled by a synthetic genome.,Standard histories of biology; J. Craig Venter Institute,independent-academic,ESTABLISHED,"2010; a milestone in synthetic biology. Verified batch 9 (independent-academic, Science): the JCVI team built the first cell controlled by a chemically-synthesized genome, 20 May 2010. Cited to the Science paper, not the JCVI press release.",9
US-2010-2,2010,exact,US,social,milestone,The Affordable Care Act expands US health-insurance coverage.,US federal statute record,official-national,ESTABLISHED,2010; the largest health-coverage expansion since Medicare/Medicaid. Verified batch 10: ACA signed 23 Mar 2010; expanded coverage and pre-existing-condition protections.,10
US-2011-1,2011,exact,US,science,milestone,"IBM's Watson defeats champions at Jeopardy!, showcasing natural-language AI.",Standard computing histories; IBM records,encyclopedic,ESTABLISHED,2011; a public marker of machine language understanding. Verified batch 10: Watson beat the Jeopardy! champions 14-16 Feb 2011 - a natural-language-QA milestone.,10
US-2012-1,2012,exact,US,science,first-flight/launch,NASA lands the Curiosity rover on Mars for long-duration science.,NASA records,official-national,ESTABLISHED,2012; sky-crane landing of a car-sized nuclear-powered rover. Verified batch 10: Curiosity landed in Gale Crater 5-6 Aug 2012 via the sky-crane.,10
US-2012-2,2012,exact,US,science,invention,Doudna and Charpentier demonstrate programmable CRISPR-Cas9 gene editing.,Standard histories of molecular biology; Nobel records (2020),independent-academic,ESTABLISHED,2012; US-France collaboration; transformed genetics and medicine. Verified batch 10 (peer-reviewed): the 2012 Science paper demonstrated programmable CRISPR-Cas9 genome editing; Nobel 2020.,10
US-2008-4,2008,range,US,industrial,milestone,"Over ~2008-2018, the shale revolution (hydraulic fracturing and horizontal drilling) makes the US the world's largest producer of natural gas (by 2011) and crude oil (by 2018).",US EIA data; IEA reports,international-body,ESTABLISHED,"Refiled from US-2013-1 @2013 under Amendment 4 (cumulative-trajectory rows filed at span-start; 2013 was a mid-span marker, and year_precision was wrongly 'exact'). Series: EIA (official-national) + IEA (international-body). Remains OPEN-UNVERIFIED - promotion is batch work; reshaped here so it is correctly shaped before verification. Verified batch 9: the shale revolution (2008-2018 span, reshaped under Amendment 4) - US became the world's largest natural-gas (2011) and crude-oil (2018) producer. Independent series (IEA/EIA).",9
US-2015-1,2015,exact,US,science,milestone,"SpaceX lands an orbital rocket's first stage, proving reusable launch vehicles.",SpaceX records,encyclopedic,ESTABLISHED,Dec 2015; drove launch costs down sharply in the following years. Verified batch 10: Falcon 9 flight 20 (21-22 Dec 2015) - first vertical landing of an orbital rocket's first stage on land.,10
US-2015-2,2015,exact,US,science,discovery,LIGO makes the first direct detection of gravitational waves.,LIGO Scientific Collaboration records; Nobel (2017),independent-academic,ESTABLISHED,Detected Sept 2015 (announced 2016); confirmed a century-old prediction and opened a new astronomy. Verified batch 10 (peer-reviewed): GW150914 detected 14 Sep 2015 (announced 11 Feb 2016) - first direct detection of gravitational waves.,10
US-2015-3,2015,exact,US,social,milestone,The US Supreme Court establishes a nationwide right to same-sex marriage (Obergefell).,US Supreme Court record,official-national,ESTABLISHED,2015; a landmark civil-rights ruling. Verified batch 10: Obergefell v. Hodges (26 Jun 2015) established a nationwide right to same-sex marriage.,10
CN-2006-1,2006,exact,China,infrastructure,completion,"The Qinghai-Tibet Railway opens, the highest railway in the world.",Standard references; PRC records,encyclopedic,ESTABLISHED,"2006; engineering across permafrost above 5,000 m connecting Tibet to the national network. Verified batch 9: opened Jul 2006 - the world's highest railway (Tanggula Station 5,068 m) and first rail link to Tibet.",9
